article_name,article_url,article_time,article_contet
台北/澄芳演藝經紀工作室/經紀部工讀生,https://www.dcard.tw/f/parttime/p/238448625,2022/3/26 00:43,"【公司名稱／工作職缺】 澄芳演藝經紀/經紀部工讀生(學生實習可) 【工作內容】 (1)資料的建立及編排文書處理 (2)電話接聽、櫃檯接待及其相關工作 (3)協助經紀事務處理 【工作地點】 台北市南京東路五段16號 【工作時間】 週二-六 13：00-17：00 【徵求條件】 (1)office系列軟體，至少要會Word, Excel (2)願意學習新的事物 (3)守時、不會睡過頭 【加分條件】 (1)大四生優先 (2)備機車及駕照者佳 【薪資待遇】 168-170/時 【公司福利】 基本勞健保、公司聚餐、辦公室零食 【聯絡方式】 請將履歷寄至 email信箱 林小姐 / yuki.chingfong@gmail.com 或上104投遞履歷 【其他備註】"
台中/藝珂人事顧問公司/Cerruti 1881銷售工讀生,https://www.dcard.tw/f/parttime/p/238448624,2022/3/26 00:43,【公司名稱／工作職缺】 藝珂人事顧問公司/Cerruti 1881精品專櫃長期PT 【工作內容】 - 協助銷售，接待迎賓現場人流安排 - 協助機動性工作 - 協助進貨、補貨 - 其他主管交辦事項 【工作地點】 台中市梧棲區臺灣大道十段168號 【工作時間】 依百貨營業時間，排班 輪班制 【徵求條件】 有服務業經驗，一週可排3天以上尤佳 【加分條件】 無 【薪資待遇】 時薪175元 【公司福利】 無 【聯絡方式】 Flora Yang 02-7718-8024 Flora.Yang@adecco.com 【其他備註】 此為派遣工作
台北/藝珂人事顧問公司/巴黎世家 4/18-4/22檔期工讀生,https://www.dcard.tw/f/parttime/p/238448622,2022/3/26 00:43,【公司名稱／工作職缺】 藝珂人事顧問公司/巴黎世家4/18-4/22檔期工讀生 【工作內容】 工作內容： 1. 協助銷售與接待顧客 2. 商品包裝、倉儲理貨、陳列維護 3. 茶水點心服務 4. 迎賓、服務、接待、等主管交代代辦事項 【工作地點】 台北市信義區忠孝東路五段68號 【工作時間】 10:00-19:00（中間休息1小時，輪休依照店主管安排） 【徵求條件】 需5天皆能配合排班，有服務業經驗 【加分條件】 有百貨、精品經驗佳 【薪資待遇】 時薪170元 【公司福利】 無 【聯絡方式】 Flora Yang 02-7718-8024 Flora.Yang@adecco.com 【其他備註】
新北/才庫人力資源顧問股份有限公司/行銷實習生,https://www.dcard.tw/f/parttime/p/238448621,2022/3/26 00:43,"【公司名稱／工作職缺】 才庫人力資源顧問股份有限公司/行銷實習生 【工作內容】 1.經營粉專、EDM、撰寫文案等 2.協助影片剪輯及美編設計技能 (adobe、photoshop、illustrator) 3.基本行政文書庶務 4.主管交辦事項 【工作地點】 新北勢中和區中正路866號10樓 【工作時間】 週一至週五 0900-1800 ，休1小時不計薪(一週平日排班4-5天) 【徵求條件】 1.歡迎夜校生 2.需有經營粉專經驗 3.對行銷工作內容、髮品有興趣或行銷科系佳 【加分條件】 積極主動，肯學習者 【薪資待遇】 時薪190元 【公司福利】 1.勞保 2.健保 3.員工/眷屬團保 【聯絡方式】 請將履歷寄至tk02626@360d.com.tw，主旨請備註【應徵台灣漢高-行銷實習生-姓名】 才庫陳小姐：02-21002625#2626 【其他備註】 人力資源綜合性公司,受企業委託幫忙找人"
中和區/大新企管/短期2週工讀生,https://www.dcard.tw/f/parttime/p/238448620,2022/3/26 00:43,【公司名稱／工作職缺】 大新企管/短期2週工讀生 【工作內容】 主要協助財務部門影印掃描文件，要可以搬重物（紙） 短期4/18-4/29 【工作地點】 新北市中和區連城路192號9樓 【工作時間】 0900-1800(午休1.5小時)，週休二日 【徵求條件】 細心 【加分條件】 細心 【薪資待遇】 時薪168元 【公司福利】 團保意外險 【聯絡方式】 章小姐 lisa@epie.com.tw 【其他備註】 大新企管派駐ViewSonic任職
台中/貓吃魚日式料理食堂/外場工讀生,https://www.dcard.tw/f/parttime/p/238448619,2022/3/26 00:43,【公司名稱／工作職缺】 貓吃魚日式料理食堂/外場工讀生 【工作內容】 介紹菜單、上菜及桌邊服務、開店及關店前的清潔工作 【工作地點】 台中市西屯區福林路75號 【工作時間】 平日/假日中午- (10:30~14:30） 平日/假日晚上- (16:30~22:00） （可依照課表排班，早收完早下班） 【徵求條件】 無 【加分條件】 有經驗者加分 【薪資待遇】 168/hr 【公司福利】 1.工作時數滿80小時獎金$1000元，時數滿120小時獎金再加$1000元 2.早班有供應員工餐 【聯絡方式】 聯絡人：陳小姐/雷先生 電話：04-24625251 或是官方賴：@ebk4975w 【其他備註】 排班制，依照課表排班，希望寒暑假可以上班• 基本上排班非常彈性，同事及主管人都很好相 處，歡迎來加入我們哦！
台北/康筌國際股份有限公司/櫃檯總務,https://www.dcard.tw/f/parttime/p/238448618,2022/3/26 00:43,【公司名稱／工作職缺】 康筌國際股份有限公司/櫃檯總務 【工作內容】 1. 總機電話接聽、過濾、轉接及訪客接待事宜。 2. 協助辦公室事務處理、修繕維修事務機 3. 負責一般文書資料處理及歸檔工作與庶務處理。 4. 郵件、快遞/包裹收發等郵務事項。 5. 辦公用品與軟硬體管理採購。 6. 公司活動規劃與軟硬體安排協助。 7. 辦公室環境整潔和協調辦公室各項所需 。 8. 負責簡單零用金管理。 9. 辦公室行政流程企劃與安排。 10. 協助主管與其他部門交辦事務 【工作地點】 台北市松山區南京東路四段186號5樓之1 【工作時間】 日班9:00~18:00 或是 8：30~17：30 午休12：00~13：30 【徵求條件】 工作經驗：不拘 學歷要求： 專科、大學 科系要求：不拘 語文條件：英文-聽/略懂、說/略懂、讀/中等、寫/中等 擅長工具： Excel、Outlook、PowerPoint、word 工作技能：不拘 【加分條件】 1. 如對資訊設備(組裝電腦、熟悉PC、印表機、文書軟體、WIFI、網路、防火牆..)軟硬體維護熟悉者優先面談。 2. 個性積極以及細心且具有耐心。 3. 對於協助公司同仁處理行政相關事務具有高度熱情，讓大家覺得有你真好。 4. 二年以上辦公室行政經驗尤佳。 歡迎所有求職者與應屆畢業生~ 😃 【薪資待遇】 月薪27000~30000 【公司福利】 獎金：年終獎金/三節獎金/全勤獎金 保險：勞保/健保/退休金 休假：週休二日 【聯絡方式】 張小姐 rita.chang@lakontra.com.tw 請將履歷寄至信箱，主旨請寫「應徵櫃檯總務-OOO」來信請有禮貌，若您適合我們會主動聯絡您，邀請您來面試談談 【其他備註】
新北瑞芳/德商DHL/長期早班PT,https://www.dcard.tw/f/parttime/p/238448617,2022/3/26 00:43,【公司名稱／工作職缺】 德商DHL/長期早班PT 【工作內容】 1.理貨 2.盤點 【工作地點】 新北市瑞芳區楓子瀨路1巷7號E棟 (物流共和國) 【工作時間】 周一至周五0900~1800 【徵求條件】 高中以上畢 【加分條件】 可配合長期(至少半年以上) 【薪資待遇】 時薪180 【公司福利】 勞健保、團保 【聯絡方式】 peggy.huang2@dhl.com 黃小姐 寄信請附上簡易履歷 【其他備註】
基隆 / 黑人棉花糖 /假日臨時棉花糖小幫手,https://www.dcard.tw/f/parttime/p/238448616,2022/3/26 00:43,【公司名稱／工作職缺】 黑人手工造型棉花糖/ 棉花糖小幫手 【工作內容】 協助老闆處理雜項 客人服務、商品清點整理、貨物包裝、環境清潔打掃、提供勞力服務或處理各項交辦事項 【工作地點】 202基隆市中正區北寧路367號 【工作時間】 04月02號、03號 (可任選一天) 12:00~20:00 【徵求條件】 能久站 【加分條件】 無 【薪資待遇】 1400/日 【公司福利】 無 【聯絡方式】 廖先生，0909261509 line：blackmanwatermelon 【其他備註】
信義區/大新企管/電信門市工讀生,https://www.dcard.tw/f/parttime/p/238440891,2022/3/25 03:31,【公司名稱／工作職缺】 大新企管/電信門市工讀生 【工作內容】 1.客戶引導服務 2.門市整潔 3.店長交辦事項 【工作地點】 台北市信義區松壽路20號 (台北威秀) 【工作時間】 1100-1730/1100-2000/1800-2200 可彈性排班、排休 【徵求條件】 活潑 【加分條件】 活潑、不怕生 【薪資待遇】 時薪168元 【公司福利】 三節、生日禮金 【聯絡方式】 章小姐 lisa@epie.com.tw 【其他備註】 大新企管派駐台哥大任職
高雄/1111人力銀行/校園徵才工讀生,https://www.dcard.tw/f/parttime/p/238438502,2022/3/24 21:51,【公司名稱／工作職缺】 1111人力銀行/校園徵才工讀生 【工作內容】 1.協助講解活動內容 2.文宣發送、活動解說、人流掌握、兌換贈品 3.協助攤位上的臨時事項 4.依現場狀況調整以上工作內容 【工作地點】 可任選(不限場次) 3/30正修科大：833高雄市鳥松區澄清路840號 4/13輔英科大：831高雄市大寮區進學路151號 4/26義守大學(燕巢校區)：824高雄市燕巢區義大路8號 【工作時間】 3/30正修場：09:30~14:30 4/13輔英場：10:30~15:30 4/26義守場：10:00~14:00 備註：午餐用餐時間約30分鐘，輪流用餐（用餐時間計薪） 【徵求條件】 不限。 【加分條件】 敢主動與人攀談、耐久站者佳。 【薪資待遇】 時薪：200元(達成目標有獎金100元) 【公司福利】 免費供餐、飲料 【聯絡方式】 吳小姐/07-9581111#7320 【其他備註】 『請上1111人力銀行應徵』 3/30 正修科大：www.1111.com.tw/181050/ 4/13高雄輔英科大：www.1111.com.tw/181051/ 4/26 義守大學燕巢校區：www.1111.com.tw/181052/
台北/任意門國際股份有限公司/大葉集團feat.麻古茶坊 正/兼職店員,https://www.dcard.tw/f/parttime/p/238438354,2022/3/24 21:35,【公司名稱／工作職缺】 任意門國際股份有限公司/大葉集團 feat.麻古茶坊 正/兼職店員 【工作內容】 ①負責櫃台點餐、出餐、飲料調製工作。 ②維持環境整潔及設備器皿清潔。 【工作地點】 台北市士林區忠誠路二段55號B1 （大葉高島屋美食街） 【工作時間】 【排班時段】 ①10:00~19:00(休息1小時) ②11:00~20:00(休息1小時) ③12:00~21:00(休息1小時) ④12:30~21:30(休息1小時) ⑤13:00~22:00(休息1小時) ⑥13:30~22:30(休息1小時) ⑦14:00~23:00(休息1小時) 【徵求條件】 對手搖飲產業感興趣，願意學習，無經驗亦可。 【加分條件】 1、有喝過麻古茶坊的飲料。 2、喜歡自己動手做飲品。 3、可配合時段越清楚越好 【薪資待遇】 月薪30000~35000元/時薪170元 【公司福利】 正職&兼職皆會提供基本勞健保、勞退提撥及團保，辛苦做飲料給客人喝，一天也可以做一杯飲料犒賞一下自己。 正職限定福利： 1、節慶福利：端午禮券、中秋禮券、報到日禮券、年終獎金 2、其他福利：尾牙活動、婚喪及生育禮金、員工消費折扣、提供免費機車停車位、提供汽車停車位優惠。 【聯絡方式】 大葉集團 人資 張小姐 02-28330363 分機220 ning.chang@dayehgroup.com.tw 【其他備註】
台北/ 天下雜誌 /數位企劃長期工讀生,https://www.dcard.tw/f/parttime/p/238438318,2022/3/24 21:30,【公司名稱／工作職缺】 天下雜誌 / 數位企劃工讀生 【工作內容】 1.協助執行廣編稿上架 2.廣告文案撰寫及後台設定 3.產出宣傳成效報表 【工作地點】 台北市南京東路二段139號11樓 【工作時間】 09:30- 18:30 中間休息一小時，若因課程問題可彈性調整 【徵求條件】 1. 基本Office文書處理 2. 對數位廣告、文案撰寫有興趣 3. 長期工讀生，一週至少3-4天(時間可討論) 4. 個性積極、細心、負責任 【加分條件】 會使用簡單Photoshop佳 【薪資待遇】 時薪 ：168 【公司福利】 1. 每週五舉辦下午茶交流時間與慶生。 2. 集團複合式餐飲書店用餐九折，及早餐/精力湯外帶銅板價。 3. 不定期部門聚餐、Outing。 【聯絡方式】 楊小姐 irisyang@cw.com.tw 請將履歷、可排班時段寄至信箱，主旨請寫「應徵數位企劃工讀生- ＯＯＯ」 【其他備註】
三重/大新企管/行政工讀生,https://www.dcard.tw/f/parttime/p/238438317,2022/3/24 21:30,【公司名稱／工作職缺】 大新企管/行政工讀生 【工作內容】 文件點收作業、審查作業 【工作地點】 薪北市三重區重新路609巷2號(三重湯城) 【工作時間】 0900-1800 周日固定休、週六須排休 【徵求條件】 中打一分鐘30字以上 【加分條件】 細心 【薪資待遇】 時薪168元 【公司福利】 三節、生日禮金 【聯絡方式】 0988181762 章小姐 【其他備註】 大新企管派駐台哥大任職
信義區/大新企管/電信門市工讀生,https://www.dcard.tw/f/parttime/p/238438316,2022/3/24 21:30,【公司名稱／工作職缺】 大新企管/電信門市工讀生 【工作內容】 1.客戶引導服務 2.門市整潔 3.店長交辦事項 【工作地點】 台北市信義區松壽路20號 (台北威秀) 【工作時間】 1100-1730/1100-2000/1800-2200 可彈性排班、排休 【徵求條件】 活潑 【加分條件】 活潑、不怕生 【薪資待遇】 時薪168元 【公司福利】 三節、生日禮金 【聯絡方式】 章小姐 lisa@epie.com.tw 【其他備註】 大新企管派駐台哥大任職
台中/起家雞大里店/早班工讀生,https://www.dcard.tw/f/parttime/p/238437034,2022/3/24 18:51,【公司名稱／工作職缺】 起家雞大里店/內外場工讀生 【工作內容】 餐飲製作販售 【工作地點】 台中市大里區益民路一段502號 【工作時間】 09:30～23:00輪班，排休制 【徵求條件】 對餐飲服務業有濃厚興趣熱情或相關科系畢業，有工作經驗者佳。 需要有機車駕照/ 接受排班制 【加分條件】 對餐飲服務業有濃厚興趣熱情或相關科系畢業，有工作經驗者佳。 需要有機車駕照/ 接受排班制 【薪資待遇】 時薪168～178元 【公司福利】 1)保險：勞保、健保、退休金提撥。 2)福利：員購優惠。 3)補助：體檢補助、外送員津貼。 4)活動：尾牙/春酒。 5)課程：完善教育訓練指導。 【聯絡方式】 聯絡人洪先生 E-mail cheoga.dashing@gmail.com 【其他備註】
台北/壹電視/工讀生,https://www.dcard.tw/f/parttime/p/238436899,2022/3/24 18:35,【公司名稱／工作職缺】 壹電視/節目工讀生 【工作內容】 協助製作團隊錄影 【工作地點】 台北市內湖區行愛路141巷48號 【工作時間】 10:00-17:00 【徵求條件】 19歲以上 【加分條件】 態度認真.勤勞 【薪資待遇】 170 【公司福利】 偶爾會有小點心 【聯絡方式】 小鈺 0980582090/line:jeean6960513 【其他備註】
台北 / 眾神娛樂經紀公司 / 2022 招募專員,https://www.dcard.tw/f/parttime/p/238436898,2022/3/24 18:35,"【公司名稱／工作職缺】 眾神娛樂經紀股份有限公司 / 招募專員（高薪遠端） 【工作內容】 負責網路或各式管道陌生開發有潛力的素人/網紅，達成平台招募業績目標。 若你有野心、有衝勁，期待不斷突破，歡迎加入我們。 工作內容 用各式渠道及工具，陌生開發網路素人及網紅 整理聯繫與招募紀錄 與合適人選說明工作內容 定時回報執行進度 其他主管交辦事項 【工作地點】 在家遠端上班 【工作時間】 早上10:00 至 晚上19:00 中午午休1小時 【徵求條件】 無 【加分條件】 具經紀、招募、開發、業務經驗佳 【薪資待遇】 每月底薪40,000元 【公司福利】 新創公司 【聯絡方式】 0985140143 【其他備註】 Line id : fury5200"
新竹縣新豐鄉 / 蝦皮店到店 / 早班PT,https://www.dcard.tw/f/parttime/p/238436872,2022/3/24 18:30,【公司名稱／工作職缺】 蝦皮店到店 / 早班PT 【工作內容】 1.協助區經理執行門市營運、維護 2.負責包裹收寄、搬運、盤點、理貨等 3.負責商品銷售、上架排面、進貨、補貨 4.提供顧客接待、收銀結帳等服務 5.維持門市作業區環境、清潔維護作業 6.需配合調店、門市支援 【工作地點】 新竹縣新豐鄉松林街53號 【工作時間】 10:15 - 16:30 【徵求條件】 一週需排班四天以上 【加分條件】 自備交通工具 【薪資待遇】 168 【公司福利】 提供完整教育訓練及店面實習 【聯絡方式】 Sonia 0978919332 【其他備註】 PERSOLKELLY 台灣英創管理
自由時報/新聞處理日班、晚班兼職人員,https://www.dcard.tw/f/parttime/p/238436832,2022/3/24 18:25,【公司名稱／工作職缺】 自由時報/新聞處理日班 晚班兼職人員 【工作內容】 新聞資料處理；注意突發新聞 【工作地點】 北市內湖區港墘里瑞光路399號14樓（近捷運港墘站） 【工作時間】 上午9點至晚上12點半（時段任選，至少連上4小時，最多8小時，面議） 排班方式：週一至週日／每週最多5天／每月至少排12~22天／每月19日至25日協調排班／假日需輪排 【徵求條件】 即時新聞製作發佈人員 【加分條件】 具基本英文能力，懂韓、日語等第二外國語尤佳、文筆流暢、細心少錯字 【薪資待遇】 平常日工資：170/hr起 （依經驗調整）。 國定假日工資：依勞基法規定 (約定時薪x2) 延長工時工資：依勞基法規定 (第9-10hr 約定時薪x1.33，11-12hr 約定時薪x1.66) 【公司福利】 點閱數達標另有獎金 【聯絡方式】 即時新聞 郭小姐（日班） E-mail︰snoopykuo23@gmail.com 電話︰02-26562828轉6353（若遇休假請隔天再撥） 即時新聞 祝小姐（晚班） E-mail︰lanhuey95@gmail.com 電話：02-26562828轉6396 （若遇休假請隔天再撥） 【其他備註】 來信請附履歷、自傳 標題請寫︰應徵新聞資料處各科系對新聞業有興趣的同學 具基本英文能力，懂韓、日語等第二外國語尤佳、文筆流暢、細心少錯字 請註明可上班的時間（例如：星期一、二、四、五、六可上班） 面試前會先進行筆試（時間約2小時）。
