title,introduction,link,price,booking_date,rating_star,rating_count,country,cat_key,,
【74折優惠】小王子的藝想世界75週年特展｜限定公仔．帆布袋套票,立即搶購KKday小王子特展門票，獨家小王子迷必收藏限定版公仔和帆布袋套票，比現場購買更便宜！還有超值親子套票和好友分享票等多種方案任你選。睽違 7 年！《小王子》展覽即將抵台！超人氣經典《小王子》故事文本將由台灣團隊原創展現，邀集國內外藝術家共同打造全新故事視角，從視覺藝術到驚喜引導的故事人聲、以及量身訂做的展場音樂環繞；透過奇幻氛圍的劇場空間設計與沈浸式互動投影聯手出擊，帶領台灣觀眾再次和小王子一起來趟暖心療癒的星球旅行。,https://www.kkday.com/zh-tw/product/123126,350,20220315,4.64,107,台灣,['博物館&展覽'],,
【限時折扣】高鐵國旅聯票單程車票＆台灣大車隊乘車金,現在訂高鐵單程車票 85 折優惠加台灣大車隊乘車金，任選高鐵站出發！還在煩惱抵達城市後要如何移動到指定地點嗎？那何不考慮台灣計程車界中優質的「台灣大車隊」，擁有 16 年服務經驗，全台計程車多達 2 萬台以上，讓你不論在雙北、台中、高雄還是台南地區都可簡單又隨性的前往目的地。KKday 即刻推出台灣大車隊乘車金最高優惠享有 68 折。提前在台灣大車隊app上預約上下車地點方便又省時。,https://www.kkday.com/zh-tw/product/123308,225,20220316,4.18,280,台灣,['交通票券'],,
屏東小琉球船票｜屏東東港漁港 - 小琉球來回船票｜東琉線（不需換票）,立即線上訂購小琉球東琉線船票，持 QR code 登船，從屏東東港漁港出發往返小琉球，享受沿途的海景風光。擁有最多船班選擇，往來交通最便利，約 25 分鐘即可抵達小琉球，輕鬆開啟的小琉球旅遊,https://www.kkday.com/zh-tw/product/123265,250,20220316,4.75,71,台灣,['城市觀光'],,
【限時快閃特惠】北投南豐天玥泉溫泉會館泡湯券｜大眾池・湯屋（需現場排隊）,透過 KKday 下訂，立享獨家優惠！北投南豐天玥泉溫泉會館鄰近新北投站，步行只要 3 分鐘。日式湯泉風呂設計，讓你優於現場價享受豪華白磺泉美人湯體驗！,https://www.kkday.com/zh-tw/product/25560,539,20220315,4.51,1750,台灣,['身心療育'],,
【2022澎湖花火節】早鳥68折｜澎湖秘境一日遊 | 南方四島＆藍洞＆環遊七美島＆島上獨木舟 | 自選遊覽車或機車環島,台灣澎湖秘境景點－藍洞，行程中將巡航至西吉嶼，船長將以船隻近距離靠近藍洞，但不會進入藍洞內，天氣好的話將有機會看到陽光從上傾瀉而下，映照在清澈海水，把整個洞穴染成夢幻的翠藍色，快來捕捉這難得的夢幻景觀！不管有沒有去過澎湖，藍洞絕對是你不可以錯過的景點！行程可自選島上交通工具，暢遊澎湖更加地便利！,https://www.kkday.com/zh-tw/product/2375,990,20220401,4.09,336,台灣,"['戶外休閒', '特色行程', '一日遊']",,
【2022澎湖花火節】台灣澎湖租機車 | 騎車輕鬆環島遊澎湖（24/48/72/96小時）,來澎湖騎機車最方便，開車深入澎湖探訪各個角落，行程不受大眾交通工具限制，輕鬆又便利，澎湖有著眾多的自然與人文景觀，古厝聚落歷史古蹟、豐富的自然景觀，並有許多特色美食，為夏季的旅遊度假勝地。,https://www.kkday.com/zh-tw/product/22163,330,20220317,4.66,664,台灣,"['戶外休閒', '租車自駕']",,
【獨家91折優惠】台中｜HiONE啵比星球＆勇闖侏儸紀門票｜亞洲最大寵物友善空間＆親子樂園,現在預訂「HiONE啵比星球＆勇闖侏儸紀門票」，立即享有春節成人票9折優惠，免排隊，即訂即出輕鬆入園！亞洲最大的親子寵物友善空間「HiONE 啵比星球」，園區設置親子戲水池、寵物戲水池、寵物城堡（住宿及美容）、寵物放風區、合掌屋豪華露營...等，打造可以全家與寵物同樂的奇幻星球！全新「勇闖侏儸紀」恐龍主題，多達50多種恐龍進駐園區，擬真的互動遊戲，讓大家彷彿置身侏儸紀，感受驚險又刺激的寓教於樂體驗！,https://www.kkday.com/zh-tw/product/126024,450,20220315,4.35,98,台灣,"['戶外休閒', '主題樂園']",,
【2022澎湖花火節】限時75折｜台灣澎湖船票｜嘉義布袋港－澎湖馬公港往返澎湖交通｜百麗雲豹/ 藍鵲輪/ 太吉之星2號/ 凱旋客輪8號,現在 KKday 預訂往返嘉義布袋港與澎湖馬公港船票，百麗號是從布袋到馬公是台灣澎湖之間航程最短的路線，最快 60 分鐘即可到達，船艙提供旅客高規格的乘坐環境、媲美客機機艙的頭頂置物空間、簡潔明亮的飲區、溫馨舒適的會議桌讓您一邊輕鬆規劃旅程另一邊還能欣賞窗外海景,https://www.kkday.com/zh-tw/product/116505,800,20220401,4.69,29,台灣,"['身心療育', '遊船票券', '交通票券']",,
【高鐵票 75 折優惠】高鐵國旅聯票來回車票＆桃園 Xpark 都會型水生公園門票,現在訂購 KKday 高鐵來回乘車票 75 折加桃園 Xpark 都會型水生公園門票聯票優惠，任選高鐵站出發！不必煩惱交通，還可在 T-EX App 上快速領取車票！由日本橫濱八景島首度跨海來台桃園開設分館「Xpark」，Xpark 主打新都會型水族館，驅使最先端的科技，營造出環境的溫度、濕度、氣味、聲音，帶您到地球上每個不可思議的角落，受到啟發、感受療癒、洗滌心靈。在 KKday 訂購電子票即可掃 QRcode 入園，不必排隊購票・輕鬆入場！,https://www.kkday.com/zh-tw/product/116970,740,20220316,4.83,455,台灣,"['景點門票', '博物館&展覽', '交通票券']",,
【買一送一】台灣桃園｜東眼山國家森林遊樂區門票｜平假日均可使用,位於桃園復興的東眼山森林遊樂區有豐富的鳥類資源，是台灣北部最佳的賞鳥地點。除了豐富的自然生態外，登頂上海拔1212公尺的東眼山就能一覽桃園到大台北的景緻。立即在 KKday 上訂購東眼山國家森林遊樂區，來趟最舒心的森林浴之旅。,https://www.kkday.com/zh-tw/product/100557,80,20220315,4.91,492,台灣,"['戶外休閒', '景點門票', '自然生態']",,
【2022澎湖花火節】KKday 獨家限定｜台灣澎湖旅遊｜海上看煙火｜開幕式・閉幕式・連續假期,透過 KKday 獨家預訂澎湖體驗行程，適逢每年一度的澎湖國際海上花火節，快來與家人或好友一起躺在船上無死角看煙火。參與 2022 澎湖花火節，每年春夏之際最熱鬧的澎湖盛事，一同在海上看美麗的花火綻放夜空,https://www.kkday.com/zh-tw/product/104992,330,20220428,4.73,11,台灣,"['戶外休閒', '當地美食', '特色行程']",,
【2022藍眼淚季節】馬祖藍眼淚｜南竿北海坑道搖櫓船｜夢幻秘境體驗,馬祖藍眼淚為季節限定特色行程，觀賞期間由每年 3 月開始，透過 KKday 下訂，快來馬祖尋找美麗又夢幻的藍眼淚，千萬不要錯過一生必看的奇幻美景,https://www.kkday.com/zh-tw/product/118424,150,20220315,4.45,22,台灣,"['戶外休閒', '特色行程']",,
春遊 69 折起｜台中麗寶樂園門票・天空之夢摩天輪門票,即訂即用台中麗寶樂園門票，持手機 QR CODE 到售票亭換票後入場，輕鬆入場！麗寶樂園陪你散心，吶喊你的不開心，麗寶輕旅行一日遊，海陸雙樂園探索世界・馬拉灣・ 天空之夢摩天輪，無論大人、小孩都能盡情玩樂！,https://www.kkday.com/zh-tw/product/19796,500,20220315,4.64,1129,台灣,"['刺激冒險', '水上活動', '主題樂園']",,
【限時6折優惠】新竹小叮噹科學主題樂園｜入場門票＆餐飲抵用券,立即訂購小叮噹科學主題入場門票（＆餐飲抵用券），輕鬆至售票處兌換即可快速入場，盡情體驗小叮噹科學主題樂園的台灣最大室內滑雪場、戶外自然科學遊樂區，各式新型遊樂設施與科學教育體驗，親子旅遊好去處！,https://www.kkday.com/zh-tw/product/101848,299,20220315,4.73,477,台灣,"['景點門票', '主題樂園']",,
KKday專屬優惠｜台中福壽山農場入園門票,立即訂購台中福壽山農場入園門票，在海拔高度超過2100公尺的福壽山農場親臨群山環抱，感受視野遼闊、四季明媚的獨特高山及晨昏彩霞景觀，品嚐享譽國際的高山茶(福壽長春茶)與水果(蜜蘋果、水蜜桃、水梨等)，適合闔家及情侶一同出遊、探尋這中央山脈與雪山山脈群峰間的神仙秘境。,https://www.kkday.com/zh-tw/product/116885,70,20220315,4.75,110,台灣,"['景點門票', '特色行程', '戶外休閒']",,
【 7 折優惠】台北｜大直美麗華摩天輪門票（即買即用）,立即在 KKday 預訂大直美麗華摩天輪門票，免排隊購票，以超值 7 折優惠享受台北城市的浪漫夜景，絕對是情侶約會的最佳首選！,https://www.kkday.com/zh-tw/product/26672,135,20220315,4.8,505,台灣,"['城市觀光', '戶外休閒', '景點門票']",,
台灣台南 | 台南四草 綠色隧道門票,四草綠色隧道，有著「台版亞馬遜河」的美譽!波光瀲灩的綠色秘境、叢林般的自然生態，吸引眾多國內外觀光客到訪，為近年台南必訪熱門景點。,https://www.kkday.com/zh-tw/product/114800,90,20220315,4.63,382,台灣,"['特色行程', '自然生態']",,
快速領票通關｜蘭嶼船票 | 台東富岡漁港・墾丁後壁湖往返蘭嶼交通,立即線上訂購蘭嶼船票，任選台東富岡漁港、墾丁後壁湖出發往返蘭嶼，省下親自聯繫訂位時間！搭乘綠島之星、綠島之星三號、金星三號，船班150分鐘內即可抵達蘭嶼開元港!,https://www.kkday.com/zh-tw/product/21686,1200,20220331,4.51,266,台灣,"['遊船票券', '交通票券']",,
台灣嘉義｜太平雲梯門票,現在就在KKday訂購太平雲梯門票！太平雲梯長度281公尺、海拔約1000公尺，為台灣海拔最高之景觀吊橋，吊橋從梅山太平村望風台橫跨三原彩虹瀑布通往龜山，您能俯瞰嘉南平原風光，還能欣賞雄偉壯麗的雲海風景，將遠近馳名的梅山36彎美景盡收眼底，甚至能遠眺嘉南平原風光。,https://www.kkday.com/zh-tw/product/102359,95,20220315,4.83,499,台灣,"['景點門票', '特色行程']",,
台南奇美博物館 CHIMEI Museum 常設展｜《蒂姆・沃克：美妙事物》特展門票,線上訂購台南奇美博物館門票，在售票窗口領取，不必排隊購票直接入場！《蒂姆・沃克：美妙事物》特展門票熱賣中！立即前往全台首座西洋藏品展出博物館，欣賞經典西洋藝術、雕塑家羅丹作品、樂器、小提琴、兵器與動物標本,https://www.kkday.com/zh-tw/product/24598,200,20220315,4.88,1530,台灣,"['景點門票', '文史藝術', '博物館&展覽']",,
【野餐召集令】桃園｜小人國主題樂園門票獨家套票｜贈 KKday 品牌限量野餐墊,在 KKday 立即預訂小人國門票，免排隊，直接至服務台掃描 QR code 入場，跳過購票人潮！更可選擇巴士接駁方案，讓你和小朋友輕鬆從台北市區出發！現在前往亞洲第一座以迷你微縮建築模型小人國，更有專為親子設計二十多項遊樂設施,https://www.kkday.com/zh-tw/product/27980,500,20220316,4.72,358,台灣,"['景點門票', '主題樂園', '交通票券']",,
KKday獨家優惠｜台北101觀景台門票｜期間限定兒童公益市集套票,即訂即出台北101觀景台門票，掃 QRcode 快速入場！搭乘世界超快速度電梯，僅 37 秒抵達 89 樓觀景台，登上台灣第一高樓離地 382 公尺處，俯瞰大台北城市夜景，盡享全視野景觀！國人更享半價限定優惠，一位成人更可以帶兩位兒童免費入場！,https://www.kkday.com/zh-tw/product/8332-taipei-101-observatory-ticket,250,20220315,4.59,7846,台灣,['景點門票'],,
【KKday獨家：59折優惠】台北｜超人力霸王親子足球保衛戰 ｜活動套票,立即預訂「超人力霸王親子足球保衛戰 活動套票」，亞洲首創超人力霸王專屬親子足球活動，期間限定2022年2月9日至 2022年４月５日，於兒童新樂園一樓室內遊戲場區隆重登場！這次邀請爸爸媽媽與孩子們一起體驗足球運動，攜手上擂台擊殺怪獸保衛地球人民！,https://www.kkday.com/zh-tw/product/125009,290,20220315,4.23,40,台灣,"['景點門票', '主題樂園']",,
香格里拉台北遠東國際大飯店餐券｜遠東 CAFÉ 自助餐廳｜須自行電話訂位,香格里拉台北遠東國際大飯店餐券，遠東 CAFÉ 位於飯店 6 樓！空間由知名設計團隊 CAP Atelier 操刀設計，以飯店著名的宋代藝文生活為概念發想，融合臺灣在地文化，打造充滿活力且饒富食趣的當代美食市集。集結國際廚藝團隊巧思激蕩出豐富多樣的創意料理，精選十二大主題美食區，讓人吮指回味的寰宇美食，遠東 Café將 帶給您無與倫比的感官饗宴！,https://www.kkday.com/zh-tw/product/23507,750,20220315,4.38,169,台灣,"['餐廳訂位', '當地美食']",,
2022櫻花季｜南投奧萬大國家森林遊樂區門票｜買一送一優惠,立即訂購奧萬大國家森林遊樂區門票，隨享免費停車！假日入園與平日同價，直接出示QR code輕鬆入場！春天賞櫻花尋螢火蟲、夏天避暑、秋天賞楓、冬天落羽松,https://www.kkday.com/zh-tw/product/100569,150,20220315,4.88,459,台灣,"['戶外休閒', '景點門票', '自然生態']",,
【2022澎湖花火節】澎湖吉貝一日遊｜暢玩水上活動｜來回船票 & 島上機車 & 目斗嶼登島｜赤崁碼頭出發,澎湖水上活動吉貝島最刺激、多方案任選，船票機車一次備齊、立即預約澎湖在地深度旅遊吉貝島水上活動！前往北海遊客服務中心，航向澎湖北方最美島嶼吉貝島，無限暢玩水上活動，體驗海釣、澎湖特有的潮間帶抱墩樂趣！,https://www.kkday.com/zh-tw/product/101369,221,20220401,4.33,205,台灣,"['一日遊', '水上活動', '戶外休閒']",,
【獨家72折】台灣台中｜武陵農場門票,立即預訂武陵農場門票，立享獨家72折優惠！即定即出，免排隊購票輕鬆入場！帶你盡情欣賞春之花海、夏之果蔬、秋之楓紅、冬之瑞雪的絕美景色！,https://www.kkday.com/zh-tw/product/116890,115,20220315,4.84,174,台灣,"['景點門票', '特色行程', '戶外休閒']",,
【買一送一】新北三峽｜滿月圓國家森林遊樂區門票｜平假日均可使用,立即訂購三峽滿月圓國家森林遊樂區門票，隨享免費停車！假日入園與平日同價，直接出示QR code輕鬆入場！盡情探訪人氣景點滿月圓瀑布、處女瀑布、滿月小橋,https://www.kkday.com/zh-tw/product/100554,80,20220315,4.88,207,台灣,"['戶外休閒', '景點門票', '自然生態']",,
